"Date","L1-Category","L2-Category","Segment","L1-Region","L2-Region","Value","Value 2","Count","Rate"
"2017-01-01","Office Supplies","Art","Corporate","Central","Belgium","52.74","21.6","2","0.4096"
"2017-01-01","Office Supplies","Art","Corporate","Central","France","462.57","133.41","14","0.2884"
"2017-01-01","Office Supplies","Art","Corporate","North","United Kingdom","77.18","-38.21","6","-0.495"
"2017-01-01","Office Supplies","Binders","Consumer","Central","Austria","200.91","79.14","5","0.3939"
"2017-01-01","Office Supplies","Binders","Consumer","Central","France","511.65","135.21","23","0.2643"
"2017-01-01","Office Supplies","Binders","Consumer","Central","Germany","231.21","71.58","9","0.3096"
"2017-01-01","Office Supplies","Binders","Consumer","Central","Netherlands","27.99","-9.57","2","-0.3419"
"2017-01-01","Office Supplies","Binders","Consumer","North","Denmark","28.8","-2.88","2","-0.1"
"2017-01-01","Office Supplies","Binders","Consumer","North","Ireland","28.56","-1.89","7","-0.0662"
"2017-01-01","Office Supplies","Binders","Consumer","South","Spain","98.73","41.76","8","0.423"
"2017-01-01","Office Supplies","Binders","Corporate","Central","France","147.96","16.2","3","0.1095"
"2017-01-01","Office Supplies","Binders","Corporate","Central","Germany","42.03","9.15","7","0.2177"
"2017-01-01","Office Supplies","Binders","Corporate","Central","Netherlands","27.98","-13.58","5","-0.4853"
"2017-01-01","Office Supplies","Binders","Corporate","North","Sweden","45.88","-39.58","7","-0.8627"
"2017-01-01","Office Supplies","Binders","Corporate","North","United Kingdom","69.14","-22.99","11","-0.3325"
"2017-01-01","Office Supplies","Binders","Home Office","Central","France","123.24","34.44","4","0.2795"
"2017-01-01","Office Supplies","Binders","Home Office","North","United Kingdom","57.72","21.51","8","0.3727"
"2017-01-01","Office Supplies","Binders","Home Office","South","Italy","18.99","0.72","3","0.0379"
"2017-01-01","Office Supplies","Envelopes","Consumer","Central","France","199.32","64.32","8","0.3227"
"2017-01-01","Office Supplies","Envelopes","Consumer","South","Italy","163.8","63.84","4","0.3897"
"2017-01-01","Office Supplies","Envelopes","Corporate","Central","Belgium","190.8","89.55","5","0.4693"
"2017-01-01","Office Supplies","Envelopes","Corporate","Central","France","180.96","48.84","4","0.2699"
"2017-01-01","Office Supplies","Envelopes","Corporate","North","United Kingdom","218.8","42.67","11","0.195"
"2017-01-01","Office Supplies","Envelopes","Corporate","South","Spain","73.44","13.2","4","0.1797"
"2017-01-01","Office Supplies","Fasteners","Consumer","Central","Belgium","31.23","12.78","3","0.4092"
"2017-01-01","Office Supplies","Fasteners","Consumer","Central","France","69.03","8.85","7","0.1282"
"2017-01-01","Office Supplies","Fasteners","Consumer","Central","Netherlands","18.66","-0.78","2","-0.0418"
"2017-01-01","Office Supplies","Fasteners","Consumer","North","Sweden","14.52","-6.12","2","-0.4215"
"2017-01-01","Office Supplies","Fasteners","Consumer","North","United Kingdom","14.13","3.24","1","0.2293"
"2017-01-01","Office Supplies","Fasteners","Corporate","Central","Belgium","15.96","1.59","1","0.0996"
"2017-01-01","Office Supplies","Fasteners","Home Office","Central","France","37.71","11.61","3","0.3079"
"2017-01-01","Office Supplies","Labels","Consumer","Central","France","10.08","1.68","2","0.1667"
"2017-01-01","Office Supplies","Labels","Consumer","Central","Germany","148.05","51.3","14","0.3465"
"2017-01-01","Office Supplies","Labels","Consumer","South","Italy","55.65","13.8","5","0.248"
"2017-01-01","Office Supplies","Labels","Consumer","South","Spain","45.96","8.64","4","0.188"
"2017-01-01","Office Supplies","Labels","Corporate","Central","France","41.4","14.88","4","0.3594"
"2017-01-01","Office Supplies","Paper","Consumer","Central","Belgium","83.28","34.08","4","0.4092"
"2017-01-01","Office Supplies","Paper","Consumer","Central","France","521.43","133.26","19","0.2556"
"2017-01-01","Office Supplies","Paper","Consumer","Central","Germany","83.4","2.4","5","0.0288"
"2017-01-01","Office Supplies","Paper","Consumer","Central","Netherlands","78.84","-36.27","3","-0.46"
"2017-01-01","Office Supplies","Paper","Corporate","South","Italy","102.45","14.25","5","0.1391"
"2017-01-01","Office Supplies","Paper","Home Office","South","Italy","56.76","2.82","2","0.0497"
"2017-01-01","Office Supplies","Storage","Consumer","Central","France","1690.09","-52.58","14","-0.0311"
"2017-01-01","Office Supplies","Storage","Consumer","Central","Netherlands","8.02","-6.44","1","-0.8019"
"2017-01-01","Office Supplies","Storage","Consumer","North","United Kingdom","1187.48","344.87","15","0.2904"
"2017-01-01","Office Supplies","Storage","Consumer","South","Spain","2157.68","-216.22","18","-0.1002"
"2017-01-01","Office Supplies","Storage","Corporate","Central","France","118.12","2.26","6","0.0192"
"2017-01-01","Office Supplies","Storage","Corporate","Central","Germany","197.73","31.23","2","0.1579"
"2017-01-01","Office Supplies","Storage","Corporate","Central","Netherlands","46.08","-38.79","3","-0.8418"
"2017-01-01","Office Supplies","Storage","Corporate","North","United Kingdom","1759.08","121.83","14","0.0693"
"2017-01-01","Office Supplies","Storage","Home Office","Central","Germany","529.29","114.03","5","0.2154"
"2017-01-01","Office Supplies","Storage","Home Office","North","United Kingdom","56.25","25.83","3","0.4592"
"2017-01-01","Office Supplies","Storage","Home Office","South","Italy","97.63","-3.26","3","-0.0334"
"2017-01-01","Office Supplies","Supplies","Consumer","Central","Austria","76.92","4.56","4","0.0593"
"2017-01-01","Office Supplies","Supplies","Consumer","Central","France","39.72","17.82","2","0.4486"
"2017-01-01","Office Supplies","Supplies","Corporate","Central","France","135.3","37.8","5","0.2794"
"2017-01-01","Office Supplies","Supplies","Corporate","South","Spain","333.36","16.56","8","0.0497"
"2017-01-01","Office Supplies","Supplies","Home Office","Central","France","124.29","33.48","3","0.2694"
"2017-01-01","Technology","Accessories","Consumer","Central","Austria","88.83","7.92","3","0.0892"
"2017-01-01","Technology","Accessories","Consumer","Central","Germany","36.12","7.2","1","0.1993"
"2017-01-01","Technology","Accessories","Consumer","North","Ireland","54.42","-43.62","4","-0.8015"
"2017-01-01","Technology","Accessories","Consumer","South","Spain","516.9","72.3","5","0.1399"
"2017-01-01","Technology","Accessories","Corporate","Central","Belgium","125.37","0","3","0"
"2017-01-01","Technology","Accessories","Corporate","Central","Netherlands","37.35","-35.91","2","-0.9614"
"2017-01-01","Technology","Accessories","Corporate","North","United Kingdom","38.72","9.89","1","0.2554"
"2017-01-01","Technology","Accessories","Home Office","South","Italy","277.8","41.55","5","0.1496"
"2017-01-01","Technology","Copiers","Consumer","North","United Kingdom","717.12","93.15","3","0.1299"
"2017-01-01","Technology","Copiers","Home Office","Central","France","242.05","-28.49","2","-0.1177"
"2017-01-01","Technology","Machines","Corporate","Central","Netherlands","181.35","-87.12","3","-0.4804"
"2017-01-01","Technology","Machines","Home Office","North","United Kingdom","799.83","167.94","3","0.21"
"2017-01-01","Technology","Phones","Consumer","Central","France","209.51","-22.21","2","-0.106"
"2017-01-01","Technology","Phones","Consumer","Central","Germany","3553.74","1052.61","7","0.2962"
"2017-01-01","Technology","Phones","Consumer","Central","Netherlands","788.85","-363.15","9","-0.4604"
"2017-01-01","Technology","Phones","Consumer","North","Ireland","409.5","-172.08","6","-0.4202"
"2017-01-01","Technology","Phones","Corporate","Central","Germany","176.88","70.74","2","0.3999"
"2017-01-01","Technology","Phones","Home Office","Central","Austria","520.11","202.77","3","0.3899"
"2017-01-01","Technology","Phones","Home Office","Central","Germany","2892.51","-96.54","5","-0.0334"
"2017-01-01","Technology","Phones","Home Office","North","United Kingdom","1275.12","497.28","7","0.39"
"2017-02-01","Furniture","Bookcases","Consumer","Central","France","611.63","149.15","4","0.2439"
"2017-02-01","Furniture","Bookcases","Consumer","North","United Kingdom","876.3","227.82","2","0.26"
"2017-02-01","Furniture","Bookcases","Corporate","Central","Germany","3083.56","878.29","8","0.2848"
"2017-02-01","Furniture","Bookcases","Corporate","South","Portugal","1322.01","-317.43","6","-0.2401"
"2017-02-01","Furniture","Bookcases","Home Office","North","Sweden","297.98","-100.94","4","-0.3387"
"2017-02-01","Furniture","Chairs","Consumer","Central","France","1161.81","52.29","13","0.045"
"2017-02-01","Furniture","Chairs","Consumer","Central","Germany","149.53","4.96","1","0.0331"
"2017-02-01","Furniture","Chairs","Corporate","South","Spain","409.03","143.08","3","0.3498"
"2017-02-01","Furniture","Chairs","Home Office","Central","Germany","256.44","83.34","5","0.325"
"2017-02-01","Furniture","Chairs","Home Office","South","Italy","428.54","-225.22","8","-0.5255"
"2017-02-01","Furniture","Furnishings","Consumer","Central","France","310.74","46.83","5","0.1507"
"2017-02-01","Furniture","Furnishings","Consumer","Central","Germany","122.94","17.19","3","0.1398"
"2017-02-01","Furniture","Furnishings","Consumer","South","Spain","127.26","19.08","3","0.1499"
"2017-02-01","Furniture","Furnishings","Corporate","Central","France","535.05","128.4","5","0.24"
"2017-02-01","Furniture","Furnishings","Corporate","Central","Germany","188.58","83.07","4","0.4405"
"2017-02-01","Furniture","Furnishings","Corporate","South","Italy","100.62","38.22","2","0.3798"
"2017-02-01","Furniture","Furnishings","Corporate","South","Portugal","142.9","-105.94","7","-0.7414"
"2017-02-01","Furniture","Furnishings","Corporate","South","Spain","486.84","232.89","11","0.4784"
"2017-02-01","Furniture","Furnishings","Home Office","Central","Germany","313.98","66.72","6","0.2125"
"2017-02-01","Furniture","Furnishings","Home Office","South","Italy","856.59","339.33","9","0.3961"
"2017-02-01","Furniture","Tables","Consumer","North","United Kingdom","2842.83","255.69","9","0.0899"
"2017-02-01","Office Supplies","Appliances","Consumer","Central","France","984.82","-7.99","17","-0.0081"
"2017-02-01","Office Supplies","Appliances","Consumer","North","United Kingdom","2614.77","1088.55","7","0.4163"
"2017-02-01","Office Supplies","Appliances","Corporate","Central","France","187.76","60.5","3","0.3222"
"2017-02-01","Office Supplies","Appliances","Home Office","North","Sweden","993.66","-655.86","4","-0.66"
"2017-02-01","Office Supplies","Appliances","Home Office","North","United Kingdom","5273.7","1898.4","10","0.36"
"2017-02-01","Office Supplies","Art","Consumer","Central","Austria","19.2","4.41","1","0.2297"
"2017-02-01","Office Supplies","Art","Consumer","Central","France","353.64","-12.87","24","-0.0364"
"2017-02-01","Office Supplies","Art","Consumer","Central","Germany","227.13","6.78","11","0.0299"
"2017-02-01","Office Supplies","Art","Consumer","South","Italy","146.73","39.15","5","0.2668"
"2017-02-01","Office Supplies","Art","Consumer","South","Spain","81.27","40.59","3","0.4994"
"2017-02-01","Office Supplies","Art","Corporate","Central","France","70.56","1.35","3","0.0191"
"2017-02-01","Office Supplies","Art","Corporate","South","Italy","94.98","17.79","5","0.1873"
"2017-02-01","Office Supplies","Art","Corporate","South","Spain","160.92","40.23","3","0.25"
"2017-02-01","Office Supplies","Art","Home Office","Central","France","117.6","27.96","8","0.2378"
"2017-02-01","Office Supplies","Art","Home Office","Central","Germany","89.25","7.05","5","0.079"
"2017-02-01","Office Supplies","Art","Home Office","North","Sweden","18.87","-9.45","2","-0.5008"
"2017-02-01","Office Supplies","Binders","Consumer","Central","Austria","338.94","101.64","7","0.2999"
"2017-02-01","Office Supplies","Binders","Consumer","Central","France","220.53","56.61","16","0.2567"
"2017-02-01","Office Supplies","Binders","Consumer","Central","Germany","122.85","17.01","9","0.1385"
"2017-02-01","Office Supplies","Binders","Consumer","North","United Kingdom","151.02","9","3","0.0596"
"2017-02-01","Office Supplies","Binders","Consumer","South","Italy","26.82","5.85","3","0.2181"
"2017-02-01","Office Supplies","Binders","Consumer","South","Spain","165.99","51.51","9","0.3103"
"2017-02-01","Office Supplies","Binders","Corporate","Central","France","489.99","99.36","27","0.2028"
"2017-02-01","Office Supplies","Binders","Corporate","Central","Germany","158.64","46.98","5","0.2961"
"2017-02-01","Office Supplies","Binders","Corporate","South","Spain","55.95","14.4","5","0.2574"
"2017-02-01","Office Supplies","Binders","Home Office","Central","Austria","44.55","7.95","5","0.1785"
"2017-02-01","Office Supplies","Binders","Home Office","Central","Germany","50.38","12.82","2","0.2545"
"2017-02-01","Office Supplies","Binders","Home Office","North","Finland","29.91","11.94","1","0.3992"
"2017-02-01","Office Supplies","Binders","Home Office","South","Italy","275.64","79.83","19","0.2896"
"2017-02-01","Office Supplies","Envelopes","Consumer","Central","France","431.91","80.04","18","0.1853"
"2017-02-01","Office Supplies","Envelopes","Consumer","Central","Germany","208.53","1.89","7","0.0091"
"2017-02-01","Office Supplies","Envelopes","Consumer","North","Sweden","92.46","-14.82","4","-0.1603"
"2017-02-01","Office Supplies","Envelopes","Consumer","North","United Kingdom","56.43","9.54","3","0.1691"
"2017-02-01","Office Supplies","Envelopes","Consumer","South","Spain","86.67","6.93","3","0.08"
"2017-02-01","Office Supplies","Envelopes","Corporate","Central","France","47.88","2.79","3","0.0583"
"2017-02-01","Office Supplies","Envelopes","Corporate","North","United Kingdom","142.05","69.6","5","0.49"
"2017-02-01","Office Supplies","Envelopes","Corporate","South","Italy","147.24","64.62","6","0.4389"
"2017-02-01","Office Supplies","Envelopes","Home Office","Central","Germany","120.78","-2.94","10","-0.0243"
"2017-02-01","Office Supplies","Fasteners","Consumer","Central","France","110.76","24.48","7","0.221"
"2017-02-01","Office Supplies","Fasteners","Consumer","North","United Kingdom","84.96","31.32","6","0.3686"
"2017-02-01","Office Supplies","Fasteners","Corporate","South","Italy","54.12","16.68","4","0.3082"
"2017-02-01","Office Supplies","Fasteners","Home Office","North","Sweden","55.44","-39.42","7","-0.711"
"2017-02-01","Office Supplies","Labels","Consumer","Central","France","56.31","18.42","6","0.3271"
"2017-02-01","Office Supplies","Labels","Consumer","Central","Germany","16.32","2.28","2","0.1397"
"2017-02-01","Office Supplies","Labels","Consumer","Central","Netherlands","32.02","-9.68","5","-0.3021"
"2017-02-01","Office Supplies","Labels","Corporate","Central","France","43.98","13.44","4","0.3056"
"2017-02-01","Office Supplies","Labels","Corporate","South","Spain","19.29","3.87","2","0.2006"
"2017-02-01","Office Supplies","Paper","Corporate","Central","Germany","181.56","36.09","7","0.1988"
"2017-02-01","Office Supplies","Paper","Corporate","North","United Kingdom","69.97","-28.12","5","-0.4019"
"2017-02-01","Office Supplies","Paper","Corporate","South","Spain","225.63","37.62","9","0.1667"
"2017-02-01","Office Supplies","Paper","Home Office","Central","France","456.96","66.69","12","0.1459"
"2017-02-01","Office Supplies","Paper","Home Office","Central","Germany","307.86","141.54","14","0.4598"
"2017-02-01","Office Supplies","Paper","Home Office","North","Sweden","58.74","-31.38","6","-0.5342"
"2017-02-01","Office Supplies","Paper","Home Office","North","United Kingdom","111.72","40.2","4","0.3598"
"2017-02-01","Office Supplies","Storage","Consumer","Central","France","1124.12","210.98","18","0.1877"
"2017-02-01","Office Supplies","Storage","Consumer","Central","Germany","824.07","-37.53","20","-0.0455"
"2017-02-01","Office Supplies","Storage","Consumer","Central","Netherlands","694.47","-458.43","7","-0.6601"
"2017-02-01","Office Supplies","Storage","Consumer","North","United Kingdom","237.75","30.9","5","0.13"
"2017-02-01","Office Supplies","Storage","Consumer","South","Spain","43.2","17.28","1","0.4"
"2017-02-01","Office Supplies","Storage","Corporate","South","Spain","292.73","35.69","6","0.1219"
"2017-02-01","Office Supplies","Storage","Home Office","Central","France","890.6","-0.1","5","-0.0001"
"2017-02-01","Office Supplies","Storage","Home Office","North","United Kingdom","423.3","186.24","2","0.44"
"2017-02-01","Office Supplies","Supplies","Consumer","Central","France","250.8","54.96","8","0.2191"
"2017-02-01","Office Supplies","Supplies","Consumer","Central","Germany","450.18","178.2","15","0.3958"
"2017-02-01","Office Supplies","Supplies","Consumer","North","United Kingdom","66","17.7","5","0.2682"
"2017-02-01","Office Supplies","Supplies","Corporate","North","United Kingdom","71.73","15.75","3","0.2196"
"2017-02-01","Office Supplies","Supplies","Corporate","South","Spain","49.68","23.34","2","0.4698"
"2017-02-01","Office Supplies","Supplies","Home Office","South","Italy","178.32","51.6","4","0.2894"
"2017-02-01","Technology","Accessories","Consumer","Central","France","1011.06","101.25","13","0.1001"
"2017-02-01","Technology","Accessories","Consumer","Central","Netherlands","290.77","-116.32","5","-0.4001"
"2017-02-01","Technology","Accessories","Consumer","North","United Kingdom","743.13","349.2","3","0.4699"
"2017-02-01","Technology","Accessories","Corporate","Central","France","596.16","48.78","4","0.0818"
"2017-02-01","Technology","Accessories","Corporate","South","Spain","1026.24","482.28","4","0.4699"
"2017-02-01","Technology","Accessories","Home Office","North","United Kingdom","161.16","19.32","4","0.1199"
"2017-02-01","Technology","Copiers","Consumer","Central","France","965.05","-68.15","3","-0.0706"
"2017-02-01","Technology","Copiers","Consumer","South","Spain","950.22","208.98","3","0.2199"
"2017-02-01","Technology","Copiers","Corporate","Central","Germany","1347.57","444.57","7","0.3299"
"2017-02-01","Technology","Copiers","Corporate","South","Spain","2879.82","1295.73","9","0.4499"
"2017-02-01","Technology","Copiers","Home Office","Central","France","655.86","50.1","4","0.0764"
"2017-02-01","Technology","Copiers","Home Office","North","United Kingdom","1429.44","471.6","4","0.3299"
"2017-02-01","Technology","Machines","Consumer","Central","France","277.92","62.1","3","0.2235"
"2017-02-01","Technology","Machines","Consumer","North","United Kingdom","234.06","56.16","2","0.2399"
"2017-02-01","Technology","Machines","Consumer","South","Spain","441.77","73.58","3","0.1666"
"2017-02-01","Technology","Machines","Corporate","South","Spain","474.55","26.35","2","0.0555"
"2017-02-01","Technology","Machines","Home Office","Central","France","710.46","-65.1","4","-0.0916"
"2017-02-01","Technology","Machines","Home Office","South","Italy","1508.26","-980.54","8","-0.6501"
"2017-02-01","Technology","Phones","Consumer","Central","France","419.02","-44.42","4","-0.106"
"2017-02-01","Technology","Phones","Corporate","Central","France","1083.75","165.75","2","0.1529"
"2017-02-01","Technology","Phones","Corporate","South","Italy","221.9","-99.88","2","-0.4501"
"2017-02-01","Technology","Phones","Corporate","South","Portugal","773.4","-680.7","10","-0.8801"
"2017-03-01","Furniture","Bookcases","Consumer","Central","France","306.61","-13.67","2","-0.0446"
"2017-03-01","Furniture","Bookcases","Consumer","Central","Germany","2235.57","546.39","12","0.2444"
"2017-03-01","Furniture","Bookcases","Consumer","North","Finland","1236.33","383.22","3","0.31"
"2017-03-01","Furniture","Bookcases","Consumer","South","Italy","345.24","106.98","2","0.3099"
"2017-03-01","Furniture","Bookcases","Consumer","South","Spain","585.12","87.72","4","0.1499"
"2017-03-01","Furniture","Bookcases","Corporate","Central","France","329.1","3.63","1","0.011"
"2017-03-01","Furniture","Bookcases","Home Office","Central","Germany","370.58","115.28","1","0.3111"
"2017-03-01","Furniture","Bookcases","Home Office","Central","Netherlands","511.02","-449.82","6","-0.8802"
"2017-03-01","Furniture","Chairs","Consumer","Central","France","133.49","-4.48","3","-0.0336"
"2017-03-01","Furniture","Chairs","Consumer","Central","Germany","245.92","79.24","4","0.3222"
"2017-03-01","Furniture","Chairs","Corporate","Central","France","2092.5","720.75","5","0.3444"
"2017-03-01","Furniture","Chairs","Corporate","North","United Kingdom","412.2","148.32","3","0.3598"
"2017-03-01","Furniture","Chairs","Home Office","Central","France","563.52","68.61","9","0.1217"
"2017-03-01","Furniture","Chairs","Home Office","Central","Netherlands","2570.86","-2211.16","11","-0.8601"
"2017-03-01","Furniture","Furnishings","Consumer","Central","Germany","245.88","34.38","6","0.1398"
"2017-03-01","Furniture","Furnishings","Corporate","Central","France","52.38","25.11","3","0.4794"
"2017-03-01","Furniture","Furnishings","Corporate","North","Sweden","116.34","-157.11","5","-1"
"2017-03-01","Furniture","Tables","Consumer","Central","Netherlands","311.47","-643.73","2","-1"
"2017-03-01","Furniture","Tables","Corporate","South","Italy","453.48","0","2","0"
"2017-03-01","Office Supplies","Appliances","Consumer","Central","France","132.3","45.54","4","0.3442"
"2017-03-01","Office Supplies","Appliances","Consumer","North","United Kingdom","2698.65","890.46","9","0.33"
"2017-03-01","Office Supplies","Appliances","Corporate","Central","France","231.52","79.69","7","0.3442"
"2017-03-01","Office Supplies","Appliances","Home Office","Central","Austria","126.27","2.52","3","0.02"
"2017-03-01","Office Supplies","Appliances","Home Office","South","Italy","325.26","74.7","6","0.2297"
"2017-03-01","Office Supplies","Art","Consumer","Central","Austria","133.29","43.92","3","0.3295"
"2017-03-01","Office Supplies","Art","Consumer","Central","France","271.47","33.48","11","0.1233"
"2017-03-01","Office Supplies","Art","Consumer","Central","Germany","62.64","-0.72","4","-0.0115"
"2017-03-01","Office Supplies","Art","Consumer","North","Finland","75.15","4.5","3","0.0599"
"2017-03-01","Office Supplies","Art","Consumer","North","United Kingdom","299.58","94.92","11","0.3168"
"2017-03-01","Office Supplies","Art","Consumer","South","Italy","106.56","9.48","4","0.089"
"2017-03-01","Office Supplies","Art","Consumer","South","Spain","116.82","27.24","6","0.2332"
"2017-03-01","Office Supplies","Art","Corporate","Central","France","98.85","41.4","5","0.4188"
"2017-03-01","Office Supplies","Art","Corporate","Central","Germany","53.55","4.23","3","0.079"
"2017-03-01","Office Supplies","Art","Corporate","Central","Netherlands","208.44","-100.17","9","-0.4806"
"2017-03-01","Office Supplies","Art","Corporate","South","Spain","137.25","63.09","3","0.4597"
"2017-03-01","Office Supplies","Art","Home Office","Central","Germany","113.58","45.36","6","0.3994"
"2017-03-01","Office Supplies","Art","Home Office","Central","Netherlands","55.86","-43.62","4","-0.7809"
"2017-03-01","Office Supplies","Binders","Consumer","Central","Austria","295.8","50.1","10","0.1694"
"2017-03-01","Office Supplies","Binders","Consumer","Central","France","493.2","225.96","21","0.4582"
"2017-03-01","Office Supplies","Binders","Consumer","Central","Germany","270.72","47.52","7","0.1755"
"2017-03-01","Office Supplies","Binders","Consumer","North","United Kingdom","302.16","89.64","12","0.2967"
"2017-03-01","Office Supplies","Binders","Consumer","South","Italy","64.53","12.6","6","0.1953"
"2017-03-01","Office Supplies","Binders","Corporate","Central","Austria","21.06","4.8","2","0.2279"
"2017-03-01","Office Supplies","Binders","Corporate","Central","France","499.08","179.43","16","0.3595"
"2017-03-01","Office Supplies","Binders","Corporate","Central","Netherlands","69.66","-30.78","9","-0.4419"
"2017-03-01","Office Supplies","Binders","Home Office","Central","France","151.65","16.65","3","0.1098"
"2017-03-01","Office Supplies","Envelopes","Consumer","Central","France","29.7","11.88","3","0.4"
"2017-03-01","Office Supplies","Envelopes","Consumer","Central","Germany","213.78","104.58","7","0.4892"
"2017-03-01","Office Supplies","Envelopes","Consumer","Central","Netherlands","28.26","-0.63","3","-0.0223"
"2017-03-01","Office Supplies","Envelopes","Consumer","North","United Kingdom","86.7","23.4","5","0.2699"
"2017-03-01","Office Supplies","Envelopes","Corporate","North","United Kingdom","332.01","119.49","7","0.3599"
"2017-03-01","Office Supplies","Envelopes","Corporate","South","Italy","141.3","26.82","6","0.1898"
"2017-03-01","Office Supplies","Envelopes","Corporate","South","Spain","39.48","4.32","2","0.1094"
"2017-03-01","Office Supplies","Envelopes","Home Office","Central","Germany","159.21","3.03","9","0.019"
"2017-03-01","Office Supplies","Fasteners","Consumer","Central","Germany","24.06","6.12","2","0.2544"
"2017-03-01","Office Supplies","Fasteners","Consumer","North","Finland","33.18","10.92","2","0.3291"
"2017-03-01","Office Supplies","Fasteners","Consumer","South","Spain","30.06","12","2","0.3992"
"2017-03-01","Office Supplies","Fasteners","Corporate","Central","Germany","81.45","28.5","5","0.3499"
"2017-03-01","Office Supplies","Fasteners","Corporate","North","United Kingdom","13.53","4.5","1","0.3324"
"2017-03-01","Office Supplies","Fasteners","Home Office","North","United Kingdom","56.16","8.91","3","0.1587"
"2017-03-01","Office Supplies","Labels","Consumer","Central","France","22.5","4.02","2","0.1787"
"2017-03-01","Office Supplies","Labels","Consumer","Central","Germany","33.57","3.96","3","0.118"
"2017-03-01","Office Supplies","Labels","Consumer","Central","Netherlands","18.36","-6.3","3","-0.3431"
"2017-03-01","Office Supplies","Labels","Corporate","Central","France","9.12","3.24","2","0.3553"
"2017-03-01","Office Supplies","Labels","Corporate","Central","Germany","17.28","7.92","2","0.4583"
"2017-03-01","Office Supplies","Labels","Home Office","Central","Austria","76.68","11.16","8","0.1455"
"2017-03-01","Office Supplies","Labels","Home Office","Central","Germany","18.81","8.82","3","0.4689"
"2017-03-01","Office Supplies","Paper","Consumer","Central","Germany","122.76","36.78","5","0.2996"
"2017-03-01","Office Supplies","Paper","Consumer","North","United Kingdom","45.09","22.53","1","0.4997"
"2017-03-01","Office Supplies","Paper","Consumer","South","Spain","73.56","3.6","4","0.0489"
"2017-03-01","Office Supplies","Paper","Home Office","South","Italy","61.74","28.98","3","0.4694"
"2017-03-01","Office Supplies","Paper","Home Office","South","Spain","184.38","92.19","7","0.5"
"2017-03-01","Office Supplies","Storage","Consumer","Central","Belgium","283.2","48.12","2","0.1699"
"2017-03-01","Office Supplies","Storage","Consumer","Central","France","791.72","277.67","5","0.3507"
"2017-03-01","Office Supplies","Storage","Consumer","Central","Germany","1410.75","219.15","16","0.1553"
"2017-03-01","Office Supplies","Storage","Consumer","North","Finland","426.24","68.13","3","0.1598"
"2017-03-01","Office Supplies","Storage","Consumer","South","Spain","356.24","-0.04","2","-0.0001"
"2017-03-01","Office Supplies","Storage","Corporate","Central","France","341.25","86.91","9","0.2547"
"2017-03-01","Office Supplies","Storage","Corporate","South","Italy","337.64","-19.96","7","-0.0591"
"2017-03-01","Office Supplies","Storage","Home Office","Central","Austria","72.03","20.79","7","0.2886"
"2017-03-01","Office Supplies","Storage","Home Office","North","United Kingdom","41.04","10.56","4","0.2573"
"2017-03-01","Office Supplies","Supplies","Consumer","Central","France","59.22","24.24","2","0.4093"
"2017-03-01","Office Supplies","Supplies","Consumer","Central","Germany","225.54","13.5","6","0.0599"
"2017-03-01","Office Supplies","Supplies","Corporate","Central","France","503.4","105.18","13","0.2089"
"2017-03-01","Office Supplies","Supplies","Corporate","Central","Germany","144.6","7.2","5","0.0498"
"2017-03-01","Technology","Accessories","Consumer","Central","Germany","245.76","73.68","8","0.2998"
"2017-03-01","Technology","Accessories","Corporate","Central","Austria","130.32","12.96","3","0.0994"
"2017-03-01","Technology","Accessories","Corporate","South","Italy","331.92","53.04","4","0.1598"
"2017-03-01","Technology","Accessories","Corporate","South","Spain","173.88","53.82","3","0.3095"
"2017-03-01","Technology","Accessories","Home Office","North","United Kingdom","166.08","53.04","4","0.3194"
"2017-03-01","Technology","Copiers","Corporate","Central","France","667.92","-110.04","3","-0.1647"
"2017-03-01","Technology","Copiers","Corporate","South","Italy","527.16","131.76","2","0.2499"
"2017-03-01","Technology","Machines","Consumer","Central","France","566.71","179.83","8","0.3173"
"2017-03-01","Technology","Machines","Consumer","North","United Kingdom","621.18","236.04","2","0.38"
"2017-03-01","Technology","Machines","Consumer","South","Italy","60.48","-26.22","2","-0.4335"
"2017-03-01","Technology","Machines","Home Office","Central","France","101.41","23.83","1","0.235"
"2017-03-01","Technology","Machines","Home Office","Central","Germany","861.6","198.15","5","0.23"
"2017-03-01","Technology","Phones","Consumer","Central","Austria","464.04","27.81","3","0.0599"
"2017-03-01","Technology","Phones","Consumer","Central","France","350.01","46.35","4","0.1324"
"2017-03-01","Technology","Phones","Consumer","Central","Germany","1138.32","112.56","8","0.0989"
"2017-03-01","Technology","Phones","Consumer","North","Finland","262.14","28.8","2","0.1099"
"2017-03-01","Technology","Phones","Corporate","Central","France","779.28","-0.12","5","-0.0002"
"2017-04-01","Furniture","Bookcases","Consumer","Central","France","1615.9","277.78","12","0.1719"
"2017-04-01","Furniture","Bookcases","Consumer","Central","Germany","907.42","110.86","8","0.1222"
"2017-04-01","Furniture","Bookcases","Consumer","South","Italy","1242.81","397.62","3","0.3199"
"2017-04-01","Furniture","Bookcases","Corporate","South","Spain","370.53","40.68","3","0.1098"
"2017-04-01","Furniture","Chairs","Consumer","Central","Germany","507.28","174.64","4","0.3443"
"2017-04-01","Furniture","Chairs","Corporate","Central","Germany","720.48","135.03","5","0.1874"
"2017-04-01","Furniture","Chairs","Home Office","Central","France","129.6","15.84","2","0.1222"
